original_title,production_companies,genres,runtime,vote_average,vote_count
Casting Couch,[],Comedy,93.0,3.0,7.0
Hollow Point,[],Action,102.0,4.4,7.0
The Year Without a Santa Claus,Rankin/Bass Productions,Animation,51.0,6.7,33.0
Artifact,FilmBuff,Documentary,105.0,7.6,41.0
Expecting a Miracle,[],TV Movie,0.0,3.0,2.0
The Maids,Cine Films Inc.,Drama,95.0,5.2,3.0
Priest of Love,Viscount,Drama,125.0,0.0,0.0
Standing Ovation,[],Comedy,105.0,3.9,6.0
Grizzly Falls,[],[],94.0,4.0,3.0
Green Ice,Incorporated Television Company (ITC),Adventure,116.0,4.4,5.0
Waltz Across Texas,[],Romance,99.0,0.0,0.0
Eloise at the Plaza,[],Comedy,89.0,5.7,14.0
One Last Hug,HBO Documentary,Documentary,37.0,8.0,1.0
Two Men in Town,Tessalit Productions,Crime,120.0,5.9,32.0
James Dean,Five Mile River Films,Drama,90.0,6.9,31.0
Eloise at Christmastime,Handmade Films Ltd.,Family,89.0,5.1,15.0
Bizarre,Eivissa Productions,Drama,99.0,6.2,11.0
I'm Here,[],Drama,30.0,7.4,53.0
Rigoletto,[],Drama,98.0,6.7,6.0
Closure,[],Documentary,76.0,8.0,1.0
12 + 1,C.O.F.C.I.,Comedy,94.0,5.3,4.0
Reformat the Planet,[],Documentary,0.0,8.0,1.0
Drew: The Man Behind the Poster,[],Documentary,97.0,7.5,11.0
Diamanti sporchi di sangue,[],[],0.0,0.0,0.0
Gli amici di Nick Hezard,[],Crime,94.0,8.5,2.0
Plastic Bag,[],Drama,18.0,7.5,13.0
The Last Five Years,Lucky Monkey Pictures,Comedy,94.0,5.5,145.0
The Ghosts in Our Machine,Ghosts Media,Documentary,93.0,8.0,3.0
Crimson Peak,Legendary Pictures,Mystery,119.0,6.4,1494.0
As Dreamers Do,Vision Films,Drama,90.0,4.6,7.0
Dragonheart 3: The Sorcerer's Curse,Raffaella Productions,Action,97.0,4.5,82.0
12:01 PM,[],Science Fiction,25.0,5.8,6.0
Robin Williams: An Evening with Robin Williams,[],Comedy,82.0,7.0,11.0
The Great Los Angeles Earthquake,Von Zerneck Sertner Films,Drama,180.0,6.8,5.0
Bride of Boogedy,[],Horror,90.0,4.8,3.0
Chris Rock: Bigger & Blacker,Home Box Office (HBO),Comedy,65.0,7.8,24.0
Chris Rock: Bring the Pain,Home Box Office (HBO),Comedy,58.0,7.7,18.0
Crockdale,[],[],0.0,0.0,0.0
Beau Brummell: This Charming Man,Flashback Television,Drama,78.0,5.5,3.0
Casanova,BBC Wales,Drama,174.0,7.5,15.0
Bey Yaar,[],Family,150.0,8.0,3.0
Life's a Breeze,Fastnet Films,Drama,83.0,6.0,13.0
O Amor Natural,[],Documentary,76.0,8.0,1.0
The Forgotten Space,[],[],112.0,3.5,2.0
The Runner from Ravenshead,Little Crew Studios,Family,81.0,0.0,0.0
Cloudburst,[],Adventure,93.0,6.6,14.0
Mike Birbiglia: My Girlfriend's Boyfriend,New Wave Entertainment,Drama,75.0,8.1,16.0
Tom Segura: Completely Normal,New Wave Entertainment,Comedy,73.0,8.1,8.0
Le bel indifférent,[],[],29.0,6.0,1.0
Mike Birbiglia: What I Should Have Said Was Nothing,[],Comedy,60.0,7.0,11.0
Heads,Davis Entertainment,TV Movie,90.0,0.0,0.0
Heckler,[],Documentary,80.0,5.7,19.0
The High Sign,Joseph M. Schenck Productions,Crime,21.0,7.2,18.0
Wild Honey,[],[],95.0,0.0,0.0
"Ilsa, Harem Keeper of the Oil Sheiks",[],Action,94.0,4.6,14.0
Bare Knuckles,Mustang Films,Adventure,90.0,0.0,0.0
Hollywood between Paranoia and Sci-Fi. The Power of Myth,Wichita Films,Documentary,55.0,0.0,0.0
"Honey, We Shrunk Ourselves",Walt Disney Pictures,Adventure,74.0,5.1,142.0
Hotel Hell Vacation,[],Comedy,14.0,5.5,8.0
House IV,New Line Cinema,Thriller,94.0,3.6,15.0
I Love Sarah Jane,The Last Picture Company,Horror,14.0,5.1,7.0
Céleste,Pelemele Film,Drama,107.0,5.0,1.0
Stitch! The Movie,Walt Disney Television Animation,Animation,60.0,6.2,112.0
The Invisible Frame,Auswärtiges Amt,Documentary,60.0,7.2,5.0
Hot Tub Time Machine 2,Paramount Pictures,Comedy,93.0,5.0,360.0
Le Concile de pierre,[],Adventure,102.0,5.0,9.0
Calcutta,Paramount Pictures,Action,83.0,5.0,2.0
Lovestruck: The Musical,[],Comedy,83.0,5.7,53.0
Getting Go: The Go Doc Project,Speak Productions,Drama,91.0,6.5,10.0
Eddie Izzard: Glorious,[],Comedy,99.0,6.4,21.0
Eddie Izzard: Circle,[],Comedy,82.0,7.4,10.0
Secrets of Eden,Craig Anderson Productions,Drama,85.0,4.8,6.0
The Coven,[],Horror,86.0,2.0,1.0
Sense and Sensibility,BBC Worldwide,Drama,174.0,7.9,19.0
Serving Life,[],TV Movie,0.0,9.0,1.0
People of the Wind,[],Documentary,110.0,0.0,0.0
A Reflection of Fear,[],Horror,89.0,8.0,2.0
Frauen für Zellenblock 9,Elite Film,Drama,75.0,5.3,6.0
Lost and Found,[],[],106.0,5.0,4.0
L'iguana dalla lingua di fuoco,[],Drama,92.0,5.0,6.0
Nasza klatwa,[],Documentary,27.0,6.0,2.0
What Other Couples Do,[],[],87.0,1.5,2.0
La montaña rusa,Enrique Cerezo Producciones Cinematográficas S.A.,Comedy,110.0,5.0,3.0
The Song,City on a Hill Productions,Music,116.0,5.9,33.0
De zee die denkt,[],[],100.0,6.8,5.0
Memphis,[],[],84.0,5.6,6.0
Cenerentola,Beta Film,Family,180.0,5.3,9.0
Thicker than Water,Larry Levinson Productions,TV Movie,87.0,5.5,2.0
How to Fall in Love,Annuit Coeptis Entertainment Inc.,Comedy,0.0,5.2,20.0
The Time Being,[],Mystery,88.0,4.9,8.0
Universal Soldier,[],Action,94.0,7.0,1.0
The Limping Man,Banner Films Ltd.,Thriller,76.0,5.7,3.0
Impulse,Tempean Films,Crime,80.0,5.3,2.0
Tarzan's Savage Fury,[],Action,81.0,5.0,2.0
The Argyle Secrets,[],[],64.0,6.0,2.0
Northmen: A Viking Saga,Jumping Horse Film,Adventure,97.0,5.3,127.0
Believe Me,[],Drama,93.0,4.8,18.0
J.D.'s Revenge,American International Pictures (AIP),Action,95.0,6.7,3.0
The Monkey Hustle,[],Action,90.0,5.8,2.0
Αυστηρώς Κατάλληλο,[],Comedy,102.0,7.5,4.0
Λούφα και Παραλλαγή,[],Comedy,99.0,7.4,9.0
Exhibition,BBC Films,Drama,104.0,5.0,11.0
Superfast!,The Safran Company,Action,99.0,4.5,94.0
Nocturne Indien,Ciné Cinq,Drama,0.0,10.0,1.0
The Do-Deca-Pentathlon,Duplass Brothers Productions,Comedy,76.0,4.8,12.0
Adios Carmen,[],Drama,104.0,7.0,1.0
Bandaged,Jürgen Brüning Filmproduktion,Action,92.0,4.8,4.0
A Gun For Jennifer,Independent Partners,Drama,88.0,7.0,3.0
Effie Gray,Sovereign Films,Drama,108.0,6.2,49.0
Camp,[],Drama,111.0,7.5,4.0
Sexual Predator,Magic Hour Pictures,Drama,85.0,5.3,8.0
Broken Bridges,Paramount Pictures,Drama,105.0,4.3,6.0
Lo sgarbo,[],Drama,105.0,0.0,0.0
Julia,Zero Gravity Management,Thriller,95.0,5.0,30.0
Hysteria: The Def Leppard Story,LSL Productions,Drama,90.0,5.2,8.0
The Package,Pitchblack Pictures Inc.,Action,93.0,4.7,36.0
A Short History of Decay,[],Comedy,94.0,6.0,2.0
Hansel and Gretel Get Baked,Tribeca Productions,Horror,86.0,4.8,68.0
Freeheld,[],[],40.0,8.5,2.0
Focus,Kramer & Sigman Films,Romance,105.0,6.7,2588.0
The Gamers,[],Action,48.0,6.7,13.0
Garage Sale Mystery,The Hallmark Channel,Mystery,120.0,5.9,15.0
Merchants of Doubt,Participant Media,Documentary,96.0,7.5,36.0
Every Thing Will Be Fine,Neue Road Movies,Drama,118.0,5.3,79.0
The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Animation,93.0,5.7,733.0
Demonic,Icon Entertainment International,Thriller,83.0,5.0,153.0
Il medaglione insanguinato,Italian International Film,Horror,90.0,5.9,8.0
Heavy Petting,[],Documentary,74.0,0.0,0.0
If You Don't Stop It...You'll Go Blind!!!,Dauntless Productions,Comedy,80.0,0.0,0.0
In God We Teach,[],[],62.0,4.0,1.0
Into the Deep,IMAX,Documentary,34.0,4.8,3.0
Marvel One-Shot: Item 47,Marvel Studios,Science Fiction,12.0,6.6,114.0
Jim Carrey: Unnatural Act,[],Comedy,45.0,7.8,13.0
Sold Out: A Threevening with Kevin Smith,[],Comedy,223.0,7.0,13.0
Lady Dragon,Rapi Films,Action,97.0,5.7,5.0
The Confessions of Bernhard Goetz,MPI Home Video,Crime,78.0,0.0,0.0
The Magic Flute,Walt deFaria,Comedy,133.0,6.9,6.0
Daddy's Deadly Darling,D&R,Horror,80.0,4.0,7.0
The Second Best Exotic Marigold Hotel,Fox Searchlight Pictures,Drama,122.0,6.3,277.0
Home at Seven,Maurice Cowan Productions,Crime,85.0,5.8,4.0
Love and Bullets,Incorporated Television Company,Crime,103.0,7.1,6.0
Piggy,Fulwell 73,Thriller,106.0,5.2,16.0
Hank and Asha,[],Comedy,73.0,4.0,2.0
Thank You a Lot,[],[],85.0,0.0,0.0
Legalese,New Line Television,Drama,92.0,4.0,1.0
Little Sister,[],Comedy,94.0,4.0,3.0
Lightbulb,Pacific Productions,Comedy,85.0,5.3,25.0
JFK: The Smoking Gun,[],Documentary,81.0,0.0,1.0
The Legend of Bloody Jack,Middle Child Productions,Horror,84.0,3.8,3.0
Trinità & Bambino... e adesso tocca a noi,[],[],105.0,0.0,0.0
"Certo, certissimo, anzi... probabile",[],Comedy,110.0,0.0,0.0
Bachelor Party Vegas,Insomnia Entertainment,Comedy,91.0,5.0,18.0
A Blank on the Map,BBC,Documentary,59.0,0.0,0.0
Cool Breeze,Metro-Goldwyn-Mayer (MGM),Action,101.0,6.0,3.0
Arabian Adventure,EMI Films,Fantasy,98.0,5.8,8.0
Fear in the Night,Hammer Film Productions,Mystery,94.0,6.7,6.0
Twins of Evil,The Rank Organisation,Horror,87.0,6.8,33.0
The Hellfire Club,New World Productions,Adventure,90.0,0.0,1.0
Sword of Sherwood Forest,Hammer Film Productions,Fantasy,80.0,5.4,7.0
The Masks of Death,Tyburn Film Productions Limited,Mystery,72.0,6.5,2.0
"Tel père, telle fille",[],Comedy,85.0,3.8,4.0
George Carlin: It's Bad for Ya!,Cable Stuff Productions,Comedy,70.0,8.1,33.0
Papa,Gaumont,Comedy,80.0,6.1,11.0
Letters From a Killer,J&M Entertainment,Drama,100.0,5.0,22.0
Slingshot Hip Hop,[],[],80.0,9.0,2.0
Island,[],Drama,102.0,5.5,2.0
Parked,Bórd Scannán na hÉireann,Drama,94.0,6.7,18.0
Täcknamn Coq Rouge,Sandrews,[],87.0,5.8,5.0
So Ends Our Night,[],War,117.0,6.0,1.0
Jimi Hendrix: Hear My Train A Comin',[],Documentary,120.0,6.6,12.0
The Third Reich: The Rise & Fall,[],Documentary,180.0,9.0,4.0
Tracers,Temple Hill Entertainment,Action,94.0,5.9,437.0
"McFarland, USA",Walt Disney Pictures,Drama,128.0,7.4,216.0
We Always Lie to Strangers,[],[],108.0,5.0,1.0
Kids for Cash,SenArt Films,Crime,102.0,6.9,27.0
Bomber,Boris Films,Drama,84.0,6.0,3.0
Missionary,[],Drama,90.0,5.1,7.0
Arnold,Bing Crosby Productions,Thriller,94.0,4.8,3.0
The Forgotten Woman,[],Documentary,88.0,0.0,0.0
My Own Man,Class 5 Films,Comedy,82.0,7.3,3.0
The Lazarus Effect,Lionsgate,Thriller,83.0,5.1,517.0
The Walking Hills,Columbia Pictures Corporation,Western,78.0,4.8,4.0
Los Flamencos,Minds Meet,Comedy,0.0,6.5,3.0
El hombre de Río Malo,International Apollo Films,Action,92.0,4.0,7.0
Unfinished Business,Studio Babelsberg,Comedy,91.0,5.0,322.0
Mutantes,[],Documentary,92.0,4.0,3.0
Unchained,Warner Bros.,Crime,75.0,0.0,0.0
The Children of Sanchez,[],Drama,126.0,6.0,2.0
I violenti di Roma bene,[],Action,88.0,6.0,1.0
Jacky au royaume des filles,Les Films des Tournelles,Comedy,90.0,5.5,47.0
Arc,[],Drama,113.0,6.0,4.0
Chronic Town,[],Drama,0.0,0.0,0.0
About Alex,"Bedford Falls Company, The",Drama,96.0,6.3,60.0
Casbah,Universal International Pictures (UI),Drama,94.0,5.5,2.0
Nye scener fra Amerika,[],Documentary,35.0,8.0,1.0
The Adventurers,Paramount Pictures,Drama,171.0,6.5,1.0
Whitey: United States of America v. James J. Bulger,Radical Media,Crime,107.0,6.3,28.0
Spare Parts,Brookwell-McNamara Entertainment,Action,83.0,6.6,65.0
Bikes vs Cars,WG Film,Documentary,90.0,7.7,3.0
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Warner Bros. Animation,Action,48.0,6.4,27.0
Tom and Jerry: The Lost Dragon,Warner Bros. Animation,Animation,57.0,6.4,8.0
Capturing Mary,BBC,TV Movie,100.0,6.0,6.0
Plastic Paradise: The Great Pacific Garbage Patch,[],Documentary,57.0,6.2,6.0
Falcon Rising,Strohberry Films,Adventure,103.0,5.6,72.0
Old Man Drinking a Glass of Beer,[],[],1.0,5.0,4.0
To Write Love on Her Arms,Two Streets Entertainment,Drama,118.0,6.8,48.0
"Ciak, si Muore",Comet,[],90.0,0.0,0.0
Ordine firmato in bianco,Aquarius Audiovisual,Thriller,93.0,0.0,0.0
Moving Alan,[],[],83.0,0.0,0.0
Un urlo dalle tenebre,Manila Cinematografica,Horror,88.0,4.0,1.0
Club Sandwich,[],Comedy,82.0,5.4,9.0
Rings,Catchlight Films,Horror,16.0,5.4,32.0
Carcasses,[],Documentary,72.0,7.7,3.0
Autohystoria,[],[],95.0,6.5,2.0
Sacro GRA,Rai Cinema,Documentary,93.0,5.7,17.0
Gimme the Loot,[],Drama,79.0,6.3,10.0
Run All Night,Vertigo Entertainment,Action,114.0,6.3,1169.0
Asthma,"Thank You, Brain! Productions",Drama,90.0,6.5,26.0
Refuge,[],Drama,86.0,6.4,5.0
Melody,Goodtimes Enterprises,Comedy,103.0,7.4,13.0
Assassin,Silver Leaf Pictures,Crime,82.0,3.8,13.0
Rich Hill,[],Documentary,91.0,7.6,23.0
Our Vinyl Weighs a Ton: This Is Stones Throw Records,[],Documentary,90.0,6.8,10.0
Agente 077 missione Bloody Mary,Época Films S.A.,Adventure,101.0,0.0,0.0
Password: Uccidete agente Gordon,Claudia Cinematografica,Adventure,95.0,0.0,0.0
Broken Blossoms,Twickenham Film Studios,Drama,84.0,5.0,1.0
Rio,Universal Pictures,Crime,77.0,5.0,1.0
The Lodger,Twentieth Century Fox Film Corporation,Drama,84.0,6.0,13.0
Guest in the House,Hunt Stromberg Productions,Drama,121.0,3.1,4.0
Singapore,Universal Pictures,Adventure,79.0,5.9,4.0
The Diamond Queen,Warner Bros.,Romance,80.0,0.0,0.0
Saints and Soldiers: The Void,Koan Films,War,96.0,5.2,22.0
Little Deaths,Almost Midnight Productions,Horror,90.0,4.8,25.0
Mo,Shaw Brothers,Action,99.0,7.3,14.0
Found,The October People,Thriller,105.0,6.3,43.0
Late Phases,Glass Eye Pix,Horror,95.0,5.6,85.0
Thanatomorphose,Black Flag,Horror,100.0,5.9,12.0
Digging Up the Marrow,ArieScope Pictures,Thriller,98.0,5.6,62.0
Clown,Zed Filmworks,Horror,100.0,5.3,372.0
Kingdom of Shadows,Quiet Pictures,Documentary,75.0,7.0,1.0
Memory Lane,Les Films de la Grande Ourse,Drama,98.0,5.0,2.0
Road Hard,Sontalia,Comedy,97.0,6.6,8.0
Cinderella,Walt Disney Pictures,Romance,105.0,6.7,2426.0
Frozen Fever,Walt Disney Pictures,Adventure,8.0,6.9,630.0
Lost for Life,[],Crime,75.0,5.6,8.0
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,Steeplechase Films,Documentary,98.0,7.0,1.0
Kidnapping Mr. Heineken,Splendid Film,Drama,95.0,5.8,193.0
The Drop Box,Pine Creek Entertainment,Documentary,79.0,6.2,5.0
The Cobbler,Next Wednesday Productions,Fantasy,98.0,5.5,565.0
Crazy Beautiful You,ABS-CBN Film Productions,Drama,115.0,7.0,2.0
California Dreaming,Cinema 77,Comedy,92.0,4.5,4.0
The Angels Wash Their Faces,Warner Bros.,Drama,86.0,5.0,1.0
Beloved Enemy,"Samuel Goldwyn Company, The",Drama,90.0,6.3,2.0
Blue Collar Comedy Tour: One for the Road,[],Comedy,108.0,6.8,6.0
Carry On Cowboy,Peter Rogers Productions,Comedy,93.0,6.1,30.0
Chubasco,Warner Brothers/Seven Arts,Drama,100.0,0.0,0.0
Dead End,Oceanstorm Films,Horror,82.0,4.2,8.0
Dead on Course,Hammer Film Productions,Crime,73.0,5.3,2.0
Not So Dumb,Metro-Goldwyn-Mayer (MGM),Comedy,76.0,3.5,2.0
Gidget Goes Hawaiian,Columbia Pictures Corporation,Comedy,101.0,4.6,4.0
Après le sud,Centre National de la Cinématographie,Drama,92.0,4.5,4.0
Heat Wave,[],History,100.0,0.0,0.0
The House Across the Lake,Hammer Film Productions,Drama,68.0,6.0,2.0
Heaven Is a Playground,[],Drama,107.0,6.5,2.0
Meleğin Düşüşü,Greek Film Center,Drama,98.0,5.0,1.0
Illegally Yours,United Artists,Comedy,102.0,4.0,3.0
Jailbait!,[],Comedy,94.0,4.7,3.0
Jailbait,Belladonna Productions,Drama,90.0,0.0,0.0
Lady from Louisiana,Republic Pictures (I),Drama,82.0,5.1,5.0
My Teacher's Wife,Trimark Pictures,Comedy,89.0,5.6,9.0
Oliver's Story,[],Drama,91.0,5.1,9.0
Five Days,Lippert Films,Crime,75.0,5.9,4.0
Patty Hearst,Atlantic Entertainment Group,Drama,108.0,5.0,10.0
Picture Mommy Dead,Bert I. Gordon Productions,Horror,82.0,5.0,1.0
Platoon Leader,Breton Film Productions,Drama,97.0,5.3,9.0
Shadow on the Wall,Metro-Goldwyn-Mayer (MGM),Crime,84.0,7.0,3.0
The Dark Knight,[],Action,86.0,6.3,2.0
Standoff,Trimark Pictures,Crime,91.0,4.8,5.0
Take Care,Entertainment One,Comedy,94.0,5.6,30.0
That Gal...Who Was in That Thing: That Guy 2,ShowTime,Documentary,0.0,7.0,1.0
The Case of the Stuttering Bishop,Warner Bros.,Mystery,70.0,5.5,1.0
The Case of the Velvet Claws,Warner Bros.,Mystery,63.0,7.0,1.0
The Discoverers,[],[],104.0,5.8,4.0
The Gambler and the Lady,Lippert Films,Crime,72.0,5.5,3.0
The Half-Breed,Fine Arts Film Company,Western,50.0,0.0,0.0
The Hollow,Seed Productions (II),Horror,83.0,4.6,10.0
Don't Let Him In,Straightwire Films,Thriller,76.0,3.7,22.0
The Life and Mind of Mark DeFriest,Naked Edge Films,Animation,92.0,8.5,2.0
They Rode West,Columbia Pictures Corporation,Western,84.0,3.8,4.0
Two of a Kind,Columbia Pictures Corporation,Crime,75.0,6.3,4.0
The Strength of Water,[],[],86.0,6.5,2.0
A Bright Shining Lie,[],Drama,118.0,6.1,7.0
Grizzly,Montoro Productions Ltd.,Horror,91.0,4.9,26.0
Bill Hicks: Sane Man,Sacred Cow Productions,Comedy,84.0,8.2,13.0
The Harry Hill Movie,[],Comedy,85.0,3.8,10.0
The Wrecking Crew,Lunch Box Entertainment,Music,101.0,7.3,26.0
Tribulation,Cloud Ten Pictures,Drama,95.0,4.5,2.0
Chi l'ha vista morire?,Dieter Geissler Filmproduktion,Horror,90.0,6.4,9.0
India's Daughter,Assassin Films,Documentary,63.0,8.3,13.0
Kill Speed,Bass Entertainment Pictures,Crime,113.0,3.7,9.0
8 Minutes Idle,BBC Films,Comedy,86.0,5.4,7.0
Absolute Aggression,[],Action,80.0,1.0,1.0
Mr. Pip,Olympus Pictures,Drama,116.0,6.0,21.0
Mega Piranha,The Global Asylum,Action,92.0,3.0,52.0
Men in White,[],Science Fiction,83.0,2.5,2.0
Contract Killers,Dirty Martini Productions,Action,86.0,5.0,2.0
Transmorphers,"Asylum, The",Action,86.0,2.2,22.0
The Linguists,[],Documentary,64.0,8.0,2.0
A Rumor Of War,[],[],191.0,0.0,1.0
Trackdown,United Artists,Action,98.0,0.0,0.0
Outrage,ABC Circle Films,TV Movie,74.0,5.2,3.0
Hell Is a City,Hammer Film Productions,Crime,98.0,5.8,7.0
Perfect Friday,Sunnymede Film Productions,Comedy,94.0,6.9,5.0
Pieces of Dreams,RFB Enterprises,Drama,100.0,0.0,0.0
Devil's Angels,American International Pictures (AIP),Action,84.0,6.7,3.0
The Time Guardian,FGH,Science Fiction,87.0,4.6,8.0
Patrick,Screen Australia,Horror,96.0,4.6,63.0
Poltergeist,Ghost House Pictures,Horror,93.0,5.0,924.0
Pan,Warner Bros.,Adventure,111.0,5.9,979.0
While We're Young,Scott Rudin Productions,Comedy,97.0,5.8,387.0
Michael Laudrup - en Fodboldspiller,[],[],70.0,6.0,1.0
Among the Living,Paramount Pictures,Mystery,67.0,5.4,4.0
The Pentagon Papers,[],Drama,92.0,6.0,8.0
The Boy,Chiller Films,Drama,110.0,5.7,58.0
Baby Snakes,[],[],166.0,8.3,2.0
Suite Française,Qwerty Films,Drama,107.0,7.1,284.0
The Concert for Bangladesh,[],Music,103.0,7.1,5.0
I Walk Alone,Hal Wallis Productions,Drama,97.0,6.2,11.0
Too Late for Tears,Hunt Stromberg Productions,Crime,99.0,6.7,13.0
Sitting Target,Metro-Goldwyn-Mayer (MGM),Crime,93.0,7.2,6.0
The Infinite Man,Bonsai Films,Science Fiction,85.0,5.9,13.0
Insurgent,Summit Entertainment,Adventure,119.0,6.2,3921.0
Big Game,Head Gear Films,Action,90.0,5.3,387.0
The Tenant of Wildfell Hall,British Broadcasting Corporation (BBC),Drama,160.0,7.0,3.0
I taket lyser stjärnorna,Filmlance International AB,Drama,90.0,6.9,5.0
The Amazing Screw-On Head,Lionsgate,Comedy,22.0,8.0,8.0
Home,Twentieth Century Fox Film Corporation,Fantasy,94.0,6.8,1539.0
The Brave Little Toaster Goes to Mars,[],Animation,73.0,5.8,12.0
Flying Home,Kanakna Productions,Romance,96.0,5.9,82.0
B+ Jing Taam,Enlight Pictures,Action,101.0,6.5,11.0
Henry VIII and His Six Wives,Anglo-EMI,Drama,120.0,7.4,5.0
"Congratulations, It's a Boy!",Aaron Spelling Productions,Comedy,73.0,0.0,0.0
Thief,Metromedia Productions,Crime,74.0,0.0,0.0
The Hunt for the Unicorn Killer,Dan Wigutow Productions,Drama,99.0,5.5,4.0
Get Christie Love!,[],Thriller,74.0,5.5,2.0
Where the Lilies Bloom,Radnitz/Mattel Productions,Drama,98.0,5.3,2.0
Shark Kill,"[{'name': ""D'Antoni/Weitz Productions"", 'id': 66650}]",TV Movie,76.0,10.0,1.0
21 Hours at Munich,[],Drama,101.0,5.0,2.0
One in a Million: The Ron LeFlore Story,EMI Films,TV Movie,100.0,5.5,3.0
Secrets of a Married Man,ITC Entertainment,Drama,100.0,5.0,1.0
Something Wicked,Merchant Films,Mystery,95.0,4.6,16.0
Midnight Special,Warner Bros.,Adventure,112.0,6.2,705.0
The Gunman,StudioCanal,Action,115.0,5.5,397.0
The Disappearance of Eleanor Rigby: Her,Myriad Pictures,Drama,100.0,6.6,61.0
The Disappearance of Eleanor Rigby: Him,Myriad Pictures,Romance,89.0,6.6,72.0
The Color of Time,RabbitBandini Productions,Drama,72.0,4.4,8.0
Escobar: Paradise Lost,Nexus Factory,Thriller,120.0,6.1,281.0
Joe Hill,Paramount Pictures,Drama,114.0,4.9,6.0
Maid in Sweden,Cannon Films,Drama,80.0,4.2,8.0
The Corpse,[],Horror,91.0,4.5,4.0
Face-Off,Canadian Film Development Corporation (CFDC),Drama,105.0,5.5,3.0
Southern Baptist Sissies,Beard Collins Shores Productions,Drama,138.0,10.0,1.0
Sal,RabbitBandini Productions,Drama,103.0,4.0,3.0
Furious 7,Universal Pictures,Action,137.0,7.3,4253.0
Unfriended,Bazelevs Production,Horror,82.0,5.5,1092.0
Master of the Universe,Arte Deutschland TV GmbH,Documentary,88.0,6.9,14.0
Backcountry,Téléfilm Canada,Drama,92.0,5.8,159.0
The No Mercy Man,John Proffitt Films,Drama,90.0,5.7,3.0
Au Pair Girls,Tigon Pictures,Comedy,85.0,4.5,2.0
The Happy Hooker,[],Drama,98.0,5.3,3.0
"Little Girl, Big Tease",[],[],0.0,0.0,0.0
Mako: The Jaws of Death,Universal Majestic Inc.,Horror,91.0,5.0,1.0
Delta Force 3: The Killing Game,Global Pictures,Action,97.0,2.5,9.0
Slumber Party '57,[],[],89.0,0.0,0.0
Schizoid,Cannon Group,Horror,89.0,5.8,8.0
Muck,WithanO Productions,Horror,99.0,3.5,35.0
We Are Still Here,Dark Sky Films,Horror,84.0,5.6,191.0
The Final Girls,Groundswell Productions,Horror,91.0,6.6,371.0
The Happy Hooker Goes To Washington,Cannon Films,Comedy,89.0,5.1,4.0
Sam's Song,Cannon Productions,Drama,92.0,5.5,2.0
Gas Pump Girls,American Screen Productions,Comedy,86.0,5.8,5.0
The Godsend,[],Horror,90.0,5.4,13.0
Hot T-Shirts,[],Comedy,86.0,1.0,1.0
Hospital Massacre,Golan-Globus Productions,Horror,89.0,5.3,16.0
New Year's Evil,Golan-Globus Productions,Thriller,86.0,5.6,12.0
Body and Soul,[],Drama,109.0,1.5,2.0
A Man Called Sarge,[],Comedy,88.0,2.0,1.0
Nana,Cannon Group,Drama,92.0,4.7,3.0
Bolero,Golan-Globus,Drama,105.0,3.4,23.0
Ghosts Can't Do It,[],Fantasy,90.0,2.5,4.0
Robotech: The Movie,Big West,Animation,87.0,4.0,1.0
The Fruit Machine,Granada Television,Drama,103.0,6.3,4.0
The Whisperer in Darkness,[],Horror,104.0,6.7,32.0
Mata Hari,[],Drama,104.0,3.5,5.0
Beauty and the Beast,[],Music,94.0,6.5,14.0
Sleeping Beauty,[],Family,90.0,7.4,6.0
Crack House,Cannon Films,Action,90.0,0.0,0.0
The Fourth War,Aurora Productions LLC,Drama,91.0,5.3,9.0
River of Death,Breton Film Productions,Adventure,107.0,4.1,9.0
Wild 90,[],Drama,82.0,5.0,1.0
Maidstone,[],[],106.0,5.0,1.0
Midnight Ride,[],Thriller,93.0,8.0,2.0
Street Knight,[],[],0.0,7.0,5.0
The Stud,Artoc Films,Romance,95.0,5.0,6.0
The Naked Cage,Cannon Group,Action,97.0,5.5,2.0
No Place to Hide,Galaxy Films,Drama,80.0,5.0,2.0
Rescue Me,Apollo Pictures,Action,99.0,5.1,6.0
Dancers,[],[],99.0,4.0,1.0
Fifty/Fifty,Cannon Group,Action,101.0,7.3,4.0
When the Whales Came,Central Independent Television,Drama,100.0,6.7,3.0
Spring,XYZ Films,Horror,109.0,6.5,186.0
Power/Rangers,Adi Shankar Production,Action,14.0,7.2,123.0
Julie Darling,TAT Filmproduktion,Drama,100.0,8.0,2.0
The Birthday Party,American Broadcasting Company (ABC),Thriller,123.0,5.6,4.0
Pas son genre,Artemis Film,Comedy,111.0,6.2,52.0
Mall,The Collective,Drama,88.0,4.8,27.0
Brothers on the Line,[],[],80.0,0.0,0.0
Beat the Drum,[],Drama,114.0,7.6,5.0
Severe Clear,Sirk Productions,Comedy,93.0,5.5,2.0
"Guru, The Mad Monk",[],Horror,62.0,5.0,3.0
Monaco Forever,[],Comedy,29.0,2.8,5.0
Cymbeline,Benaroya Pictures,Drama,97.0,3.5,40.0
Trapped in Space,Paramount Pictures,Science Fiction,87.0,3.5,7.0
Doppelgänger Paul,[],[],81.0,0.0,0.0
McCinsey's Island,Big Island Productions,Action,95.0,3.3,4.0
